epoch,auc,binary_accuracy,f1_score,loss,val_auc,val_binary_accuracy,val_f1_score,val_loss
0,0.3296875059604645,0.4166666567325592,0.08695647865533829,50.65007400512695,0.1111111044883728,0.5555555820465088,0.0,47.61338424682617
1,0.504687488079071,0.4444444477558136,0.473684161901474,46.03825378417969,0.2777777910232544,0.3333333432674408,0.4999999701976776,43.53582763671875
2,0.5453125238418579,0.6111111044883728,0.5333333015441895,41.79549026489258,0.6111111044883728,0.4444444477558136,0.28571420907974243,39.236228942871094
3,0.609375,0.5555555820465088,0.27272722125053406,37.77114486694336,0.4444444477558136,0.4444444477558136,0.5454545021057129,35.55261993408203
4,0.6000000238418579,0.5555555820465088,0.6190475821495056,34.03462600708008,0.5,0.3333333432674408,0.4999999701976776,32.087066650390625
5,0.6343749761581421,0.6111111044883728,0.4166666269302368,30.52413558959961,0.5,0.4444444477558136,0.5454545021057129,28.736114501953125
6,0.6890624761581421,0.6388888955116272,0.6285713911056519,27.31487464904785,0.5,0.4444444477558136,0.5454545021057129,25.59644889831543
7,0.6656249761581421,0.5277777910232544,0.3703702986240387,24.343935012817383,0.3055555522441864,0.3333333432674408,0.3999999761581421,22.77120018005371
8,0.7578125,0.6388888955116272,0.5806450843811035,21.632293701171875,0.3333333432674408,0.3333333432674408,0.3999999761581421,20.294654846191406
9,0.7718750238418579,0.7777777910232544,0.7499999403953552,19.204326629638672,0.3333333432674408,0.4444444477558136,0.5454545021057129,18.036865234375
10,0.578125,0.5555555820465088,0.38461533188819885,17.144573211669922,0.5555555820465088,0.5555555820465088,0.4999999403953552,15.908852577209473
11,0.737500011920929,0.6944444179534912,0.6206895709037781,15.085735321044922,0.444444477558136,0.3333333432674408,0.4999999701976776,14.274235725402832
12,0.703125,0.6111111044883728,0.6315789818763733,13.382242202758789,0.444444477558136,0.5555555820465088,0.4999999403953552,12.497227668762207
13,0.8031250238418579,0.7777777910232544,0.6923075914382935,11.783858299255371,0.4444444179534912,0.3333333432674408,0.4999999701976776,11.2783842086792
14,0.8234375715255737,0.7222222089767456,0.6874999403953552,10.365144729614258,0.444444477558136,0.3333333432674408,0.4999999701976776,10.183821678161621
15,0.8999999761581421,0.8055555820465088,0.787878692150116,9.05972671508789,0.3888888955116272,0.3333333432674408,0.4999999701976776,9.17971420288086
